"ano_mes","sigla_instituicao_lotacao","desc_instituicao_lotacao","quantidade_servidores"
"202312","IEF","IEF INST EST DE FLORESTAS","952"
"202312","IEPHA","IEPHA INST PATRIM HISTORICO","106"
"202312","IGAM","IGAM INST DE GESTAO DAS AGUAS","169"
"202312","IMA","IMA INST MINEIRO AGROPECUARIA","1704"
"202312","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE","278"
"202312","IPSEMG","IPSEMG INSTITUTO PREVIDENCIA","5674"
"202312","IPSM","IPSM","215"
"202312","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202312","LOTERIA","LOTERIA DO ESTADO DE MG","62"
"202312","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","167887"
"202312","OGE","OUVIDORIA GERAL","44"
"202312","POL/CIVIL","POLICIA CIVIL","18916"
"202312","SEAPA","SECRETARIA DA AGRICULTURA","445"
"202312","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","30"
"202312","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202312","SECULT","SECRETARIA CULTURA E TURISMO","517"
"202312","SEDE","SECRETARIA DE DESENVOLVIMENTO ECONOMICO","125"
"202312","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1224"
"202312","SEE","SECRETARIA DE EDUCACAO","272453"
"202312","SEF","SECRETARIA DA FAZENDA","6808"
"202312","SEGOV","SECRETARIA DE GOVERNO","336"
"202312","SEINFRA","SECRETARIA DE INFRAESTRUTURA E MOBILIDADE","177"
"202312","SEJUSP","SECRETARIA DE JUSTICA E SEGURANCA PUBLICA","18369"
"202312","SEMAD","SECRETARIA DO MEIO AMBIENTE","610"
"202312","SEPLAG","SEC DE PLANEJAMENTO E GESTAO","2539"
"202312","SES","SECRETARIA DE SAUDE","11487"
"202312","SETUR","SECRETARIA DE ESTADO DE TURISMO","22"
"202312","SG","SECRETARIA GERAL","4"
"202312","TV MINAS","FUNDACAO TV MINAS","32"
"202312","UEMG","UEMG UNIV EST DE MINAS GERAIS","1407"
"202312","UNIMONTES","UNIMONTES UNIV MONTES CLAROS","2348"
"202312","UTRAMIG","UTRAMIG FUND EDUC PARA O TRAB","43"
"202312",NULL,NULL,"2313"
"202401","AGE","ADVOCACIA GERAL DO ESTADO","831"
"202401","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","38"
"202401","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202401","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6600"
"202401","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202401","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202401","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202401","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","69"
"202401","FCS","FUNDACAO CLOVIS SALGADO","309"
"202401","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","236"
"202401","FHA","FUNDACAO HELENA ANTIPOFF","208"
"202401","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12864"
"202401","FJP","FUNDACAO JOAO PINHEIRO","424"
"202401","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","91"
"202401","FUNED","FUNDACAO EZEQUIEL DIAS","923"
"202401","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202401","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","931"
"202401","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","82"
"202401","IEF","INSTITUTO ESTADUAL DE FLORESTAS","950"
"202401","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","106"
"202401","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","169"
"202401","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1796"
"202401","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","153"
"202401","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","278"
"202401","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5686"
"202401","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","214"
"202401","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202401","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202401","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","60512"
"202401","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202401","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18896"
"202401","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","444"
"202401","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202401","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","30"
"202401","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202401","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","515"
"202401","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","125"
"202401","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1224"
"202401","SEE","SECRETARIA DE ESTADO DE EDUCACAO","272388"
"202401","SEF","SECRETARIA DE ESTADO DA FAZENDA","6793"
"202401","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","336"
"202401","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","177"
"202401","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","18367"
"202401","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","609"
"202401","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2535"
"202401","SES","SECRETARIA DE ESTADO DE SAUDE","11462"
"202401","SG","SECRETARIA GERAL","4"
"202401","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","26"
"202401","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1411"
"202401","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2346"
"202401","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","43"
"202401",NULL,NULL,"2166"
"202402","AGE","ADVOCACIA GERAL DO ESTADO","834"
"202402","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","38"
"202402","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202402","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6585"
"202402","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","31"
"202402","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202402","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202402","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202402","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202402","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","69"
"202402","FCS","FUNDACAO CLOVIS SALGADO","309"
"202402","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","236"
"202402","FHA","FUNDACAO HELENA ANTIPOFF","208"
"202402","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12843"
"202402","FJP","FUNDACAO JOAO PINHEIRO","424"
"202402","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","91"
"202402","FUNED","FUNDACAO EZEQUIEL DIAS","922"
"202402","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202402","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","930"
"202402","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","82"
"202402","IEF","INSTITUTO ESTADUAL DE FLORESTAS","948"
"202402","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","106"
"202402","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","169"
"202402","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202402","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1808"
"202402","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","151"
"202402","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","278"
"202402","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5676"
"202402","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","212"
"202402","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202402","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202402","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","147991"
"202402","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202402","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18866"
"202402","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","442"
"202402","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202402","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","30"
"202402","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202402","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","536"
"202402","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202402","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","125"
"202402","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1551"
"202402","SEE","SECRETARIA DE ESTADO DE EDUCACAO","272180"
"202402","SEF","SECRETARIA DE ESTADO DA FAZENDA","7147"
"202402","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","577"
"202402","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","177"
"202402","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","18343"
"202402","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","609"
"202402","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2527"
"202402","SES","SECRETARIA DE ESTADO DE SAUDE","11439"
"202402","SG","SECRETARIA GERAL","4"
"202402","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","26"
"202402","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1409"
"202402","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2344"
"202402","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","43"
"202402",NULL,NULL,"1421"
"202403","AGE","ADVOCACIA GERAL DO ESTADO","833"
"202403","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","38"
"202403","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202403","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6561"
"202403","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","31"
"202403","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202403","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202403","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202403","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202403","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","69"
"202403","FCS","FUNDACAO CLOVIS SALGADO","309"
"202403","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","237"
"202403","FHA","FUNDACAO HELENA ANTIPOFF","207"
"202403","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12831"
"202403","FJP","FUNDACAO JOAO PINHEIRO","424"
"202403","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","91"
"202403","FUNED","FUNDACAO EZEQUIEL DIAS","919"
"202403","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202403","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","928"
"202403","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","82"
"202403","IEF","INSTITUTO ESTADUAL DE FLORESTAS","948"
"202403","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","106"
"202403","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","169"
"202403","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202403","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1812"
"202403","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","151"
"202403","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","278"
"202403","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5664"
"202403","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","212"
"202403","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202403","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202403","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","156978"
"202403","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202403","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18850"
"202403","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","441"
"202403","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202403","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202403","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202403","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","536"
"202403","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202403","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","125"
"202403","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1549"
"202403","SEE","SECRETARIA DE ESTADO DE EDUCACAO","271790"
"202403","SEF","SECRETARIA DE ESTADO DA FAZENDA","7151"
"202403","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","572"
"202403","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","175"
"202403","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","18314"
"202403","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","609"
"202403","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2522"
"202403","SES","SECRETARIA DE ESTADO DE SAUDE","11414"
"202403","SG","SECRETARIA GERAL","4"
"202403","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","26"
"202403","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1406"
"202403","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2342"
"202403","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","43"
"202403",NULL,NULL,"1416"
"202404","AGE","ADVOCACIA GERAL DO ESTADO","832"
"202404","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","38"
"202404","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202404","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6536"
"202404","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","31"
"202404","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202404","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202404","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202404","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202404","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","69"
"202404","FCS","FUNDACAO CLOVIS SALGADO","307"
"202404","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","237"
"202404","FHA","FUNDACAO HELENA ANTIPOFF","208"
"202404","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12811"
"202404","FJP","FUNDACAO JOAO PINHEIRO","423"
"202404","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","91"
"202404","FUNED","FUNDACAO EZEQUIEL DIAS","915"
"202404","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202404","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","928"
"202404","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","81"
"202404","IEF","INSTITUTO ESTADUAL DE FLORESTAS","947"
"202404","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","106"
"202404","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","169"
"202404","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202404","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1810"
"202404","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","150"
"202404","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","278"
"202404","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5649"
"202404","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","212"
"202404","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202404","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202404","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","162681"
"202404","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202404","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18811"
"202404","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","439"
"202404","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202404","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202404","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202404","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","534"
"202404","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202404","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","124"
"202404","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1546"
"202404","SEE","SECRETARIA DE ESTADO DE EDUCACAO","271276"
"202404","SEF","SECRETARIA DE ESTADO DA FAZENDA","7149"
"202404","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","569"
"202404","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","175"
"202404","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","19209"
"202404","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","608"
"202404","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2520"
"202404","SES","SECRETARIA DE ESTADO DE SAUDE","11391"
"202404","SG","SECRETARIA GERAL","4"
"202404","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","26"
"202404","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1407"
"202404","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2386"
"202404","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","43"
"202404",NULL,NULL,"1409"
"202405","AGE","ADVOCACIA GERAL DO ESTADO","832"
"202405","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","38"
"202405","CGE","CONTROLADORIA GERAL DO ESTADO","164"
"202405","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6506"
"202405","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","30"
"202405","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
"202405","ERGEMG/BRASILIA","ESCRITORIO DE REPRESENTACAO DO GOVERNO DE MINAS GERAIS EM BRASILIA","8"
"202405","ESP-MG","ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS","79"
"202405","FAOP","FUNDACAO DE ARTE DE OURO PRETO","37"
"202405","FAPEMIG","FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS","68"
"202405","FCS","FUNDACAO CLOVIS SALGADO","307"
"202405","FEAM","FUNDACAO ESTADUAL DO MEIO AMBIENTE","237"
"202405","FHA","FUNDACAO HELENA ANTIPOFF","207"
"202405","FHEMIG","FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS","12795"
"202405","FJP","FUNDACAO JOAO PINHEIRO","422"
"202405","FUCAM","FUNDACAO EDUCACIONAL CAIO MARTINS","91"
"202405","FUNED","FUNDACAO EZEQUIEL DIAS","914"
"202405","GABINETE MILITAR","GABINETE MILITAR DO GOVERNADOR DO ESTADO","37"
"202405","HEMOMINAS","FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS","924"
"202405","IDENE","INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS","81"
"202405","IEF","INSTITUTO ESTADUAL DE FLORESTAS","944"
"202405","IEPHA","INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS","106"
"202405","IGAM","INSTITUTO MINEIRO DE GESTAO DAS AGUAS","169"
"202405","IGTEC","INSTITUTO DE GEOINFORMACAO E TECNOLOGIA","72"
"202405","IMA","INSTITUTO MINEIRO DE AGROPECUARIA","1813"
"202405","IO/MG","IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS","150"
"202405","IPEM","INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS","277"
"202405","IPSEMG","INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS","5654"
"202405","IPSM","INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MG","212"
"202405","JUCEMG","JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS","260"
"202405","LOTERIA","LOTERIA DO ESTADO DE MINAS GERAIS","62"
"202405","NAO INFORMADO","INSTITUICAO C/ CODIGO DE UNIDADE NAO INFORMADO","166660"
"202405","OGE","OUVIDORIA GERAL DO ESTADO","44"
"202405","POL/CIVIL","POLICIA CIVIL DO ESTADO DE MINAS GERAIS","18776"
"202405","SEAPA","SECRETARIA DE ESTADO DA AGRICULTURA PECUARIA E ABASTECIMENTO","436"
"202405","SECCRI","SECRETARIA DE ESTADO DE CASA CIVIL E DE RELACOES INSTITUCIONAIS","10"
"202405","SECIR","SECRETARIA DE ESTADO DE CIDADES E DE INTEGRACAO REGIONAL","29"
"202405","SECOM","SECRETARIA DE COMUNICACAO SOCIAL","4"
"202405","SECULT","SECRETARIA DE ESTADO DE CULTURA E TURISMO","532"
"202405","SEDA","SECRETARIA DE ESTADO DE DESENVOLVIMENTO AGRARIO","20"
"202405","SEDE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO","123"
"202405","SEDESE","SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL","1543"
"202405","SEE","SECRETARIA DE ESTADO DE EDUCACAO","270854"
"202405","SEF","SECRETARIA DE ESTADO DA FAZENDA","7144"
"202405","SEGOV","SECRETARIA DE ESTADO DE GOVERNO","568"
"202405","SEINFRA","SECRETARIA DE ESTADO DE INFRAESTRUTURA MOBILIDADE E PARCERIAS","175"
"202405","SEJUSP","SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA","20206"
"202405","SEMAD","SECRETARIA DE ESTADO DO MEIO AMBIENTE E DESENVOLVIMENTO SUSTENTAVEL","608"
"202405","SEPLAG","SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO","2550"
"202405","SES","SECRETARIA DE ESTADO DE SAUDE","11355"
"202405","SG","SECRETARIA GERAL","4"
"202405","TV MINAS","FUNDACAO TV MINAS CULTURAL E EDUCATIVA","26"
"202405","UEMG","UNIVERSIDADE DO ESTADO DE MINAS GERAIS","1411"
"202405","UNIMONTES","UNIVERSIDADE ESTADUAL DE MONTES CLAROS","2389"
"202405","UTRAMIG","FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS","43"
"202405",NULL,NULL,"1405"
"202406","AGE","ADVOCACIA GERAL DO ESTADO","822"
"202406","ARSAE MG","AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO","38"
"202406","CGE","CONTROLADORIA GERAL DO ESTADO","163"
"202406","DER-MG","DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS","6479"
"202406","DETEL","DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DO ESTADO DE MINAS GERAIS","30"
"202406","DP","DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS","2"
